ID,Title,SKU,"Product Type","Parent Product ID",_isbn_text_field,epub_uuid
119033,"Helgi Explores the World",471017,variable,119032,9789935471017,
119035,"Helgi erforscht die Welt",471024,variable,119034,9789935471024,
119037,"Helge ser på verden",471031,variable,119036,9789935471031,
119039,"Musteri lifandi steina",471048,variable,119038,9789935471048,
119041,"Wild Iceland - South",471062,variable,119040,9789935471062,
119043,"Wild Iceland - Southwest",471079,variable,119042,9789935471079,
119045,"Wild Iceland - Reykjavík",471086,variable,119044,9789935471086,
119047,"Wild Iceland - West",471093,variable,119046,9789935471093,
119049,"Wild Iceland - Westfjords",471109,variable,119048,9789935471109,
119051,"Wild Iceland - North",471116,variable,119050,9789935471116,
119053,"Wild Iceland - East",471123,variable,119052,9789935471123,
119055,"Wild Iceland - Highlands",471130,variable,119054,9789935471130,
119057,"Helge utforsker verden",471154,variable,119056,9789935471154,
119059,"Helgi découvre le monde",471161,variable,119058,9789935471161,
119061,"Helgi zwiedza świat",471222,variable,119060,9789935471222,
119063,"Nía fýkur burt",471239,variable,119062,9789935471239,
119065,"The Demon Whistle: Sæmundur the Wise and his dealings with the devil",471246,variable,119064,9789935471246,
119067,"Das Teufelspfeifchen: Sæmundur der Gelehrte und seine Geschäfte mit dem Teufel",471253,variable,119066,9789935471253,
119068,"Helgi erforscht die Welt",471468,variable,119034,9789935471468,
119144,Annálar,500496,variable,119143,9789935500496,
119146,"Sú sem varð að deyja",500526,variable,119145,9789935500526,
119213,"Skemmtilegir litir",134226,variable,119212,9789935134226,
119215,"Dóta læknir - hoppandi hiksti með geisladiski",134523,variable,119214,9789935134523,
119227,"Til í að vera til",225461,variable,119226,9789979225461,
119282,"Ný menning í öldrunarþjónustu",245175,variable,119281,9789935245175,
119285,"Time to Rise",257906,variable,119284,9780999257906,
119307,Málgagn,332541,variable,119306,9789979332541,
119314,"Til í að vera til",225478,variable,119226,,1d8d6190-0c3c-9662-b077-ef72449f7388
119315,Sláturtíð,225584,variable,117454,,98b89389-8887-ddb5-d72c-0891e464c560
119362,"Í fréttum er þetta helst",776080,variable,119361,9789979776086,
119363,"Pétur poppari - nokkrir sprettir úr lífshlaupi Péturs W. Kristjánssonar",776722,variable,16228,9789979776722,
119365,"Sá besti! Cristiano Ronaldo",797241,variable,119364,9789979797241,
119367,"Hrópandi ósamræmi",946317,variable,119366,9789935946317,
119480,"Ást Múmínálfanna",211705,variable,119479,9789935211705,
119483,"Þú og ég, alltaf",211798,variable,119482,9789935211798,
119485,"Sjálfstætt fólk - með nútímastafsetningu",225171,variable,119484,9789979225171,
119487,"Salka Valka - með nútímastafsetningu",225188,variable,119486,9789979225188,
119490,Veldu,245762,variable,119489,5694080015259,
119560,"Húsið okkar brennur",119629,variable,119559,9789935119629,
119562,"Stórhættulega stafrófið - plakat",341697,variable,119561,9789979341697,
119564,"Nikki kúr",465986,variable,119563,9789935465986,
119566,"Eins og fólk er flest",488480,variable,119565,9789935488480,
119569,Sólmundur,493026,variable,119568,9789935493026,
119572,Jósefínubók,493125,variable,119571,9789935493125,
119575,"Ævisaga Sigurðar Ingjaldssonar frá Balaskarði",493156,variable,119574,9789935493156,
119579,Tásurnar,493163,variable,119578,9789935493163,
119582,"Draumadagbók Sæmundar Hólm",493248,variable,119581,9789935493248,
119585,"Í orðamó",493255,variable,119584,9789935493255,
119588,Gráskinna,493378,variable,119587,9789935493378,
119591,"Úrval ljóða 1982-2012",493750,variable,119590,9789935493750,
119638,"Húsið okkar brennur",119636,variable,119559,,7da23c47-b9dd-6d78-14e3-5f900145f7eb
119640,"Prinsessur: Lesum og skreytum",134202,variable,119639,9789935134202,
119642,Umrót,925763,variable,119641,9789935925763,
119850,"Gauksins gal",119292,variable,119849,9789935119292,
119856,"Hátt uppi við Norðurbrún",766544,variable,119855,9789979766544,
120026,Dýrbítar,119728,variable,120025,9789935119728,
120028,"Búkolla - þýsk",260468,variable,120027,9789935260468,
120030,Búkolla,260475,variable,120029,9789935260475,
120032,"Trolden der var mørkeræd",260529,variable,120031,9789935260529,
120034,"Enski boltinn: Tímabilið 2018-2019",260833,variable,120033,9789935260833,
120036,"Magical Iceland",260857,variable,120035,9789935260857,
120038,Vetrargulrætur,340522,variable,120037,9789979340522,
120041,"Sagan af Washington Black",340560,variable,120040,9789979340560,
120042,"Horfið ekki í ljósið",488404,variable,101206,9789935488404,
120045,"Náttúruþankar ... og hennar líf er eilíft kraftaverk",490230,variable,120044,9789935490230,
120047,"Spurningabókin 2019",490247,variable,120046,9789935490247,
120049,"Fótboltaspurningar 2019",490254,variable,120048,9789935490254,
120052,"Döggslóð í grasi",490261,variable,120051,9789935490261,
120054,Töfra-Tapparnir,490285,variable,120053,9789935490285,
120056,"Faces of the North - small edition",942227,variable,120055,9789935942227,
120057,"Galdrameistarinn 10: Dvergaóp",9789979640769,variable,30808,,13d9073e-4067-848c-7474-54ae71deaa63
120058,"Galdrameistarinn 12: Horfnir heimar",9789979640783,variable,6204,,7e443029-82a3-49c9-a884-f06646d1e068
120154,"Sögur úr norrænni goðafræði",921154,variable,120153,9789935921154,
120248,Skjáskot,340799,variable,120247,9789979340799,
120345,"Kjarval: Málarinn sem fór sínar eigin leiðir",105565,variable,120344,9789979105565,
120347,"Skáld skrifa þér – brot úr bókmenntasögu frá 1550 til 1920",119599,variable,120346,9789935119599,
120349,"Múmínsnáðinn og gullna laufið",211712,variable,120348,9789935211712,
120351,"Svikalogn: Sandhamn #1",211873,variable,120350,9789935211873,
120353,"Mátturinn í núinu",211880,variable,120352,9789935211880,
120355,"Morðið á Roger Ackroyd",211897,variable,120354,9789935211897,
120357,"Þorp verður til á Flateyri: 3. bók",430991,variable,120356,9789935430991,
120360,"Ræningjarnir þrír",944160,variable,120359,9789935944160,
120362,Máni,944177,variable,120361,9789935944177,
120364,"Tröllið hennar Sigríðar",944184,variable,120363,9789935944184,
120466,"Kalli breytist í kjúkling",119315,variable,120465,9789935119315,
120468,"Sigurfljóð í grænum hvelli",341437,variable,120467,9789979341437,
120470,"Litla bókasafnið mitt - leikur að læra",429087,variable,120469,9789935429087,
120473,"Deilt á dómarana",469762,variable,120472,9789935469762,
120660,"Eyru Busters",418487,variable,16408,9789935418487,
120661,Ómynd,170088,variable,6398,9789935170088,
120686,Afmælisveislubókin,131263,variable,120685,9789935132314,
120690,"Eitt andartak í einu",170224,variable,120689,9789935170224,FS
120694,"Fyrst ég gat hætt - getur þú það líka",171177,variable,120693,9789935171177,
120702,"Engillinn minn",650065,variable,120701,9789979650065,
120703,"Fyrst ég gat hætt - getur þú það líka",650331,variable,120693,9789979650331,
120705,"Blálandsdrottningin og fólkið sem ræktaði kartöflurnar",650416,variable,120704,9789979650416,
120707,"Uppeldi fyrir umhverfið",650539,variable,120706,9789979650539,
120709,"Ást, kynlíf og hjónaband",650560,variable,120708,9789979650560,
120711,"Gildi nærklæðanna",766971,variable,120710,9789979766971,
120713,Laufskálafuglinn,768302,variable,120712,9789979768302,
120715,"Til fiskiveiða fóru",768395,variable,120714,9789979768395,
120717,"Krassandi samvera",768576,variable,120716,9979768576,
120720,"Dagbók kameljónsins",973300,variable,120719,9789979973300,
121093,"Lára fer í flugvél",225607,variable,121092,9789979225607,
121310,"Flugvélar á Íslandi - gamlar og nýjar",340157,variable,121309,9789979340157,
121312,"TMM 3. hefti 2019",341758,variable,121311,,
121491,"This is the Golden circle",119421,variable,121490,9789935119421,
121731,Hungurleikarnir,112606,variable,4318,9789935112606,
121733,Svartuggar,246110,variable,121732,9789935246110,
121740,"Hungur - Minning um líkama (minn)",940544,variable,121739,9789935940544,
121743,"Þvoðu þér í framan stelpa",940551,variable,121742,9789935940551,
121821,"Lítið óvísindalegt leikhúskver",341680,variable,121820,9789979341680,
121901,"Bangsímon: Skólaleikurinn",134592,variable,121900,9789935134592,
121903,"Risasyrpa - Útsmognir andstæðingar",134639,variable,121902,9789935134639,
121905,"Hin Ótrúlegu 2 - Gæðastund með mömmu",134677,variable,121904,9789935134677,
121909,Velkomin,340720,variable,121908,9789979340720,
122050,"Kepler 62 - Fimmta bók: Veiran",499783,variable,122049,9789935499783,
122052,"Vélar eins og ég",500519,variable,122051,9789935500519,
122081,Stökkbrigði,341529,variable,122080,9789979341529,
122151,"Leitin að Njáluhöfundi",246004,variable,122150,9789935246004,
122154,"Krakkajóga: Einfaldar jógastöður fyrir hressa krakka á öllum aldri",483751,variable,122153,9789935483751,
122211,Búrið,118073,variable,83175,9789935118073,
122212,Búrið,119995,variable,83175,,au4ab3c2-68f0-4f39-99e3-7138f64058a9
122216,Gildran,119971,variable,5174,,auab8bac-94fa-46d4-85ab-52ac849b216d
122240,"Svona tala kýr",260734,variable,122239,9789935260734,
122529,"Tíminn minn 2020",497437,variable,122528,9789935497437,
122531,"Núvitund í dagsins önn",497871,variable,122530,9789935497871,
122533,"Fiskar og önnur dýr af íslandsmiðum - veggspjald",611160,variable,122532,5690755611160,
122535,"Íslenskar Kynjaverur - Fantastic Beasts of Iceland: veggspjald",668729,variable,122534,0615150668729,
122540,"Krókódílar stranglega bannaðir",938985,variable,122539,9789935938985,
122542,"Hin ódauðu",938992,variable,122541,9789935938992,
122545,"Einfaldlega Emma",946904,variable,122544,9789935946904,
122548,"Maður einn",946911,variable,122547,9789935946911,
122583,Netið,119988,variable,49243,,au24e1e9-7f70-4e79-8260-022f1b864d2c
122787,"Photographing Iceland",119483,variable,122786,9789935119483,
122987,"Helköld sól",119674,variable,122986,9789935119674,
122989,"Ferðin á heimsenda 1: Leitin að vorinu",119841,variable,122988,9789935119841,
122991,"Maddama, kerling, fröken, frú: Konur í íslenskum nútímabókmenntum",232113,variable,122990,9789935232113,
122995,"Óstýriláta mamma mín ... og ég",340737,variable,122994,9789979340737,
122997,"Múmínálfarnir - stórbók: 2. bindi",340874,variable,122996,9789979340874,
123001,"Ungfrú fótbolti",341666,variable,123000,9789979341666,
123006,"Sagan af Washington Black",9789979340577,variable,120040,,763eb804-c23e-e132-63c0-efd960082b02
123091,"Korngult hár, grá augu",119445,variable,123090,9789935119445,
123093,"Við erum ekki morðingjar",119469,variable,123092,9789935119469,
123095,"Sterkasta kona í heimi",119773,variable,123094,9789935119773,
123098,"Í víglínu íslenskra fjármála",225225,variable,123097,9789979225225,
123100,Heimskaut,340973,variable,123099,9789979340973,
123104,Barnsránið,933331,variable,123103,9789935933331,
123107,"Ullin brók og hangið kjöt",933348,variable,123106,9789935933348,
123245,"Endimörk heimsins",211057,variable,123244,9789935211057,
123355,"Nú brosir nóttin - æviminningar Guðmunda Einarssonar: með viðaukum",222046,variable,98492,9789935222046,
123360,Ína,465832,variable,123359,9789935465832,
123364,"Enn af kerskni og heimsósóma",493217,variable,123363,9789935493217,
123367,Veikindadagar,493347,variable,123366,9789935493347,
123370,"Þaðan er enginn",493644,variable,123369,9789935493644,
123372,"Róta rótlausa",493651,variable,123371,9789935493651,
123374,Kindasögur,493804,variable,123373,9789935493804,
123378,"Valur eignast systkini",493880,variable,123377,,
123585,"Um tímann og vatnið",341192,variable,123584,9789979341192,
123627,Skjáskot,341765,variable,120247,,au5a1060-968d-4960-8f95-4427ac281654
123687,"Sjö dagar",488497,variable,123686,9789935488497,
123689,"Stjáni og stríðnispúkarnir 4 - Púkar á ferð og flugi",489418,variable,123688,9789935489418,
123691,Urðarköttur,500533,variable,123690,9789935500533,
123693,"Aðferðir til að lifa af",500625,variable,123692,9789935500625,
123696,Vetrargulrætur,9789979340539,variable,120037,9789979340539,d7dff3f3-ad2f-5135-1773-6ab7a25ba3cb
123859,Dýrbítar,9789935119780,variable,120025,,7ca2b0e5-a154-8e87-0012-f6a24639fc80
123861,"Hæ, afi gæi",211729,variable,123860,9789935211729,
123863,"Árið mitt 2020 - 12 skref til einfaldara lífs",246042,variable,123862,9789935246042,
123870,"Guidebook to the Geology of East Iceland",246325,variable,123869,9789935246325,
123881,"Ævintýri Lottu: Kanínur úti um allt",497444,variable,123880,9789935497444,
123883,"Slæmur pabbi",497468,variable,123882,9789935497468,
123887,"Þrautabók ofurhetjunnar",947406,variable,123886,9789935947406,
124082,"Tími til að tengja",495730,variable,124081,9789935495730,
124084,Skuggasól,495778,variable,124083,9789935495778,
124086,Aisha,648809,variable,124085,9789935948809,
124298,Hugvillingur,495693,variable,124297,9789935495693,
124300,Þrettán,495709,variable,124299,9789935495709,
124302,"Halaveðrið mikla",495754,variable,124301,9789935495754,
124304,"Stelpur sem ljúga",495761,variable,124303,9789935495761,
124306,"Hvolpasveitin - Risalitabók",499738,variable,124305,9789935499738,
124308,"Blíða og Blær - Risalitabók",499745,variable,124307,9789935499745,
124310,"Leitið og finnið - Hvolpasveit",499752,variable,124309,9789935499752,
124409,Kraftabílar,119667,variable,124408,9789935119667,
124413,"Viltu knúsa mig?",119681,variable,124412,9789935119681,
124415,"Gamlárskvöld með Láru",225386,variable,124414,9789979225386,
124417,"Lára fer í sveitina",225409,variable,124416,9789979225409,au9c37d2-b651-4a7c-bf7a-0957923752fb
124421,"Hárbókin: 58 greiðslur fyrir öll tilefni",225492,variable,124420,9789979225492,
124424,"Rannsóknin á leyndardómum Eyðihússins",225546,variable,124423,9789979225546,
124426,"Icelandic handknits",244741,variable,124425,9789935244741,
124429,Snjósystirin,340454,variable,124428,9789979340454,
124431,Lestarráðgátan,340935,variable,124430,9789979340935,
124436,"Risaeðlugengið: Eggið",341208,variable,124435,9789979341208,
124438,Kopareggið,341420,variable,124437,9789979341420,
124440,Leðurjakkaveður,341642,variable,124439,9789979341642,
124538,"K fyrir Klara 1: Bestu vinkonur",223262,variable,124537,9788726223262,au15a738-3d80-4394-8d85-c9a5cd61b276
124547,"Rannsóknin á leyndardómum Eyðihússins",9789979225591,variable,124423,9789979225591,335232c6-e6ed-86a7-d91e-73dc2677542d
124550,"Slökun - Rigning",266184,variable,124549,,au7771c4-339e-4f7b-b40a-c6dcfc32ff37
124552,"Slökun - Í skóginum",266191,variable,124551,,au0a0636-9ef3-439c-a4bd-df0504f09a81
124554,"Slökun - Arineldur",266207,variable,124553,,aua46b93-7d34-4167-9611-cbe1b51e461a
124556,"Óstýriláta mamma mín ... og ég",9789979340744,variable,122994,,efd0f63c-d006-8cd6-4a6e-d5dfae6e9aa6
124558,"Öræfahjörðin: Saga hreindýra á Íslandi",466211,variable,124557,9789935466211,
124561,"Dulmálsmeistarinn - William Wenton #1",500632,variable,124560,9789935500632,
124563,"Prestaköll, sóknir og prófastsdæmi á Íslandi I-II",876335,variable,124562,9789979876335,
124644,"Við erum ekki morðingjar",290120,variable,123092,9789935290120,auaac1c7-8182-4e0b-92dc-46bcc055cc5f
124662,"Frozen sögusafn",134462,variable,124661,9789935134462,
124664,"Vampirína Bekkjarmyndin",134646,variable,124663,9789935134646,
124666,"Toy Story sögusafn",134653,variable,124665,9789935134653,
124668,"Vampirína: Vampírustelpurnar",134684,variable,124667,9789935134684,
124670,"Krossgátur Morgunblaðsins bók 2",134868,variable,124669,9789935134868,
124681,"Legið á gægjum",215113,variable,124680,,au22d45f-5923-4c63-9a01-18ca7791351c
124686,"Til hamingju, ástin mín",245103,variable,124685,,au8eb67f-2437-4509-a79f-e405ab97149e
124689,"Tæpitungulaust: lífsskoðun jafnaðarmanns",246196,variable,124688,9789935246196,
124691,Kastalar,260772,variable,124690,9789935260772,
124693,Geimur,260789,variable,124692,9789935260789,
124695,"Bílar og vinnuvélar",260796,variable,124694,9789935260796,
124701,Villueyjar,499516,variable,124700,9789935499516,
124704,"Raunverulegt líf Guðbjargar Tómasdóttur",499530,variable,124703,9789935499530,
124708,"Ys og þys út af … ÖLLU",499646,variable,124707,9789935499646,
124711,Keðjan,499691,variable,124710,9789935499691,
124713,Skuggaskip,504142,variable,124712,9789935504142,
124715,Tréð,504159,variable,124714,9789935504159,
124719,"Sjáðu Hamlet",504166,variable,124718,9789935504166,
124722,Norður,504173,variable,124721,9789935504173,
124724,"Jóhanna Kristín Yngvadóttir",504180,variable,124723,9789935504180,
124726,"Íslensk lestrarbók",504197,variable,124725,9789935504197,
124728,"Í senn dropi og haf",504203,variable,124727,9789935504203,
124730,"Rummungur 3",504210,variable,124729,9789935504210,
124732,"Litlir könnuðir - Þegar ég verð stór",526797,variable,124731,9789979526797,
124734,"Kvöldsögur fyrir börn",526803,variable,124733,9789979526803,
124736,Sögustund,526810,variable,124735,9789979526810,
124738,Sögusafnið,526827,variable,124737,9789979526827,
124740,"Hvolpar og kettlingar: púslubók",526834,variable,124739,9789979526834,
124742,Töfragarðurinn,526841,variable,124741,9789979526841,
124744,"Skaflist - Einhyrningar",526858,variable,124743,9789979526858,
124746,"Leikum okkur í snjónum",526865,variable,124745,9789979526865,
124748,"Draumaland - 11 hugljúfar sögur",526872,variable,124747,9789979526872,
124750,"Mógli - Lyftimyndabók",526889,variable,124749,9789979526889,
124752,"Mjallhvít - Lyftimyndabók",526896,variable,124751,9789979526896,
124754,"Töfraheimur jólanna",526902,variable,124753,9789979526902,
124756,"Sveitahljóð: Baðbók",526919,variable,124755,9789979526919,
124758,"Dýrabörn: Baðbók",526926,variable,124757,9789979526926,
124762,"Villinorn 3: Hefnd Kímeru",946454,variable,124761,9789935946454,
124765,"Hnitmiðuð kínversk-ensk orðabók fyrir elskendur",946478,variable,124764,9789935946478,
124992,"Hin konan",118615,variable,124991,9789935118615,
124994,"Skúli skelfir fer á flug",119810,variable,124993,9789935119810,
124997,"Plan B",119896,variable,124996,9789935119896,
125000,"Uppskriftabók föður míns",119919,variable,124999,9789935119919,
125006,Hvítidauði,495716,variable,125005,9789935495716,
125009,Kokkáll,500557,variable,125008,9789935500557,
125012,Glóðir,500649,variable,125011,9789935500649,
125014,"Friðbergur forseti",500656,variable,125013,9789935500656,
125016,Mefistó,630059,variable,125015,9789979630012,
125018,Rafmagnsmaðurinn,630183,variable,125017,9789979630183,
125020,Jökulheimar,904861,variable,125019,9789979904861,
125022,Eisvisionen,904887,variable,125021,9789979904885,
125027,"Tvistur og Basta",941947,variable,125026,9789935941947,
125029,"Ströndin endalausa",946492,variable,125028,9789935946492,
125104,Óveðrið,211866,variable,125103,9789935211866,
125106,"Arkíf um Listamannarekin rými: Að búa sér til pláss",246066,variable,125105,9789935246066,
125109,"Aldrei snerta risaeðlu",497420,variable,125108,9789935497420,
125111,"Bestu limrurnar",497505,variable,125110,9789935497505,
125113,"Indriði Indriðason miðill - Merkasti íslenski miðillinn",497512,variable,125112,9789935497512,
125115,"Jarðfræðikort af Norðurgosbelti: Syðri hluti - Ódáðahraun 1:100 000",780991,variable,125114,9789979780991,
125120,"Dauðabani vaktu yfir okkur",925149,variable,125119,9789979925149,
125122,"Jarðfræðikort af Mið-Íslandi: 1:100 000",932372,variable,125121,9789935932372,
125202,Rosalingarnir,119957,variable,125201,9789935119957,
125206,"Klopp - Allt í botn",246097,variable,125205,9789935246097,
125208,"Heimur dýranna",260758,variable,125207,9789935260758,
125210,Mannslíkaminn,260765,variable,125209,9789935260765,
125214,Nornin,290038,variable,125213,9789935290038,
125218,"Halldór Ásgrímsson: ævisaga",339328,variable,125217,9789979339328,
125221,"Tíminn sefur",339779,variable,125220,9789979339779,
125224,Nærbuxnanjósnararnir,341550,variable,125223,9789979341550,
125226,Dimmumót,341673,variable,125225,9789979341673,
125230,"Bók um bý",498243,variable,125229,9789935498243,
125233,Jólasysturnar,499462,variable,125232,9789935499462,
125235,"Úr myrkrinu",499592,variable,125234,9789935499592,
125237,"Rigning með köflum",630043,variable,125236,9789979630043,
125239,Thor,630094,variable,125238,9789979630098,
125241,Sléttuúlfurinn,630159,variable,125240,9789979630159,
125243,Vörnin,630205,variable,125242,9789979630203,
125245,"Bréf til Haralds",630280,variable,125244,9789979630280,
125247,Molloy,630302,variable,125246,9789979630302,
125249,"Handan við regnbogann",630353,variable,125248,9789979630353,
125253,"Saga um strák",630442,variable,125252,9789979630449,
125255,"Með skör járntjaldsins",630494,variable,125254,9789979630494,
125257,Endurskyn,630507,variable,125256,9789979630500,
125259,"Dagstund á Fort Garry",630579,variable,125258,9789979630579,
125261,"Bókaránið mikla",630906,variable,125260,9789979630906,
125263,"Guðir og menn",630913,variable,125262,9789979630913,
125265,"Raddir frá Hólmanesi",630951,variable,125264,9789979630951,
125267,Runukrossar,631002,variable,125266,9789979631002,
125269,"Svo þú ert þessi Hákon!",631019,variable,125268,9789979631019,
125271,Örlagaborgin,631101,variable,125270,9789979631101,
125272,"Hver er ég?",631170,variable,24893,9789979631170,
125275,"Bullið: Ölæði - Ljóðmæli",946324,variable,125274,9789935946324,
125372,"Ég er svikari",340607,variable,125371,9789979340607,
125375,Málleysingjarnir,500595,variable,125374,9789935500595,
125377,Sólarhringl,500601,variable,125376,9789935500601,
125380,"Iceland – Contrasts in Nature",537113,variable,125379,9789979537113,
125383,"What is an artist",884146,variable,125382,9789934884146,
125492,"Skáldið er eitt skrípatól: um ævi og skáldskap Fernando Pessoa",119698,variable,125491,9789935119698,
125495,"Lífgrös og leyndir dómar",225416,variable,125494,9789979225416,
125498,"Maðurinn sem Ísland elskaði",341215,variable,125497,9789979341215,
125503,Okfruman,946812,variable,125502,9789935946812,
125747,"Gosi - útskorin",260710,variable,125746,9789935260710,
125750,"Rauðhetta - útskorin",260727,variable,125749,9789935260727,
125751,"Vertu úlfur: wargus esto",290151,variable,5244,,au5276df-e9f9-4202-ba11-c2645339e2de
125753,"Tónlist liðinna alda: Íslensk handrit 1100-1800",420893,variable,125752,9789935420893,
125755,"Þögla barnið",493316,variable,125754,9789935493316,
125758,"Sólskin með vanillubragði",493354,variable,125757,9789935493354,
125761,"Helga saga",493439,variable,125760,9789935493439,
125763,Boðorðin,500571,variable,125762,9789935500571,
125765,"Úr landsuðri og fleiri kvæði",500618,variable,125764,9789935500618,
125834,"Kærastinn er rjóður",290007,variable,125833,9789935290007,
125836,Edda,493736,variable,125835,9789935493736,
125904,"Norse gods",198144,variable,125903,9789132198144,
125932,Bílakynlíf,215069,variable,125931,,au0f9af9-7de5-4a92-8794-16c099cc3776
125934,"Sjóræningja Jenný",215076,variable,125933,,au68d708-b96d-4135-b4bc-2eb4c06f69a1
125936,"Spænska sumarið",215083,variable,125935,,au6ac1a3-51f2-4c94-8348-fa9dff3306c6
125938,Sundlaugardrengur,215090,variable,125937,,auc67362-3026-4dd7-94d4-a9fa25263da4
125940,Fylgdarsveinninn,215120,variable,125939,,au4794e6-fa64-4fd4-9d54-cc52eb9bb304
125942,"Heltekin af Owen Gray",215137,variable,125941,9788726215137,au4017c6-99ea-4a8f-bb8d-06a3f881587b
125944,"Numinn á brott",215144,variable,125943,,au9c5220-1b86-47c4-8fcb-2fbbaf8e5bc8
125946,"Einn handlaginn",215151,variable,125945,,auf3a220-c04b-4730-8b25-6cfdf7c7dea4
125948,"Tregasteinn: Konráð #3",225126,variable,125947,9789979225126,
125965,"Minningar um þig",245028,variable,125964,,aue191c3-bfab-4510-a7ac-c63222f2ebb1
125967,"Dísin og skógarpúkarnir",245035,variable,125966,,au365814-19a5-4b9b-8121-8255b8e2ee13
125969,Femínistinn,245059,variable,125968,,au42e57b-5de2-4011-ac55-ef20c5505c54
125977,"Til þeirra sem málið varðar",340713,variable,125976,9789979340713,
125979,"100 ljóð",458889,variable,125978,9789935458889,
125982,"Ástkæra landið",458896,variable,125981,9789935458896,
125984,"Svarti sauðurinn",458902,variable,125983,9789935458902,
125986,"Stjörnur og stórveldi á leiksviðum Reykjavíkur 1925–1965",458919,variable,125985,9789935458919,
125988,"Gullöld revíunnar",458926,variable,125987,9789935458926,
125991,"Höpp og glöpp",458933,variable,125990,9789935458933,
125993,Innflytjandinn,495747,variable,125992,9789935495747,
125995,"Randver kjaftar frá 1: Besti vinur Kidda skrifar eigin dagbók",498274,variable,125994,9789935498274,
125998,Hvuttasveinar,499554,variable,125997,9789935499554,
126000,"Stelpan sem sigldi kafbát niður í kjallara (og lenti í sápufólki og smáninjum)",499615,variable,125999,9789935499615,
126002,Ró,499660,variable,126001,9789935499660,
126004,"Langelstur að eilífu",499677,variable,126003,9789935499677,
126006,"Staða pundsins",500540,variable,126005,9789935500540,
126008,"Húgó heimilislausi",510006,variable,126007,9789935510006,
126012,"Æfingar - Íslenska fyrir útlendinga",853060,variable,126011,9789979853060,
126014,"Íslenska fyrir útlendinga",853473,variable,126013,9789979853473,
126016,"Ótrúleg ævintýri Brjálínu Hansen 2: Beðið eftir kraftaverki",946461,variable,126015,9789935946461,
126018,"Vigdís: Bókin um fyrsta konuforsetann",948601,variable,126017,9789935948601,
126020,"Bölvun múmíunnar - Fyrri hluti",948632,variable,126019,9789935948632,
126021,Urðarköttur,9789935500700,variable,123690,,66ed8030-65e7-d3e0-5a01-dbf870ff33f0
126022,Málleysingjarnir,9789935500731,variable,125374,,86c6f594-ee7f-ebf9-8a41-0ed4d497eee5
126103,Þú,211682,variable,126102,9789935211682,
126105,Endurfundirnir,211958,variable,126104,9789935211958,
126115,Fjötrar,483812,variable,126114,9789935483812,
126117,"Kormákur leikur sér",483867,variable,126116,9789935483867,
126119,Ólyfjan,483874,variable,126118,9789935487874,
126121,"Systa – bernskunnar vegna",488503,variable,126120,9789935488503,
126123,"Randalín, Mundi og leyndarmálið",488527,variable,126122,9789935488527,
126125,Svínshöfuð,488541,variable,126124,9789935488541,
126128,Menntuð,488558,variable,126127,9789935488558,
126130,"Brot – Konur sem þorðu",488572,variable,126129,9789935488572,
126132,"Mislæg gatnamót",488596,variable,126131,9789935488596,
126136,"Munaðarlausa stúlkan",490292,variable,126135,9789935490292,
126138,"„Hann hefur engu gleymt - nema textunum!“ - Gamansögur úr íslenska tónlistarheiminum",490315,variable,126137,9789935490315,
126140,"„Það eru ekki svellin“ - Sögur og sagnir af Borgfirðingum eystri",490339,variable,126139,9789935490339,
126143,"Björgvin Páll Gústavsson - Án filters",498359,variable,126142,9789935498359,
126145,"Skuggahliðin jólanna",500663,variable,126144,9789935500663,
126203,Tilfinningabyltingin,340676,variable,126202,9789979340676,
126206,"Á Saltkráku",340812,variable,126205,9789979340812,
126209,"Jakobína: saga skálds og konu",341130,variable,126208,9789979341130,
126211,"Þinn eigin tölvuleikur",341284,variable,126210,9789979341284,
126213,"Fjallaverksmiðja Íslands",341321,variable,126212,9789979341321,
126215,Draumaþjófurinn,341635,variable,126214,9789979341635,
126222,"TMM 4. hefti 2019",341895,variable,126221,,
126410,"HKL ástarsaga",119711,variable,126409,9789935119711,
126415,"Keto - Hórmónalausnin",244970,variable,126414,9789935244970,
126417,"Vinsælustu uppskriftirnar frá vinsælum matarbloggurum",245922,variable,126416,9789935245922,
126419,"Úr undirdjúpunum til Íslands: Julius Schopka, U-52 og heimsstyrjöldin fyrri",290021,variable,126418,9789935290021,
126422,Nærbuxnanjósnararnir,341734,variable,125223,,065f9740-1897-60d5-9a4c-cd6009a79461
126424,"Stöngin út – Halldór Einarsson",495815,variable,126423,9789935495815,
126427,"Harry Potter og viskusteinninn - myndskreytt",500465,variable,126426,9789935500465,
126429,"Mamma, má ég segja þér?",500687,variable,126428,9789935500687,
126431,"Ljós og hljóðmerki",950109,variable,126430,9789935950109,
126497,Furðusögur,260918,variable,126496,9789935260918,
126499,"Prinsessan og froskurinn",260925,variable,126498,9789935260925,
126501,"Etna og Enok hitta jólasveinana",260994,variable,126500,9789935260994,
126504,"Nóttin er alltaf að enda",261014,variable,126503,9789935261014,
126506,"Fall er fararheill",261045,variable,126505,9789935261045,
126508,"Brandarar og gátur 4",261069,variable,126507,9789935261069,
126516,Útivera,483829,variable,126515,9789935483829,
126519,"Nína óskastjarna og ævintýrið á Álfhóli",483836,variable,126518,9789935483836,
126521,"Snuðra og Tuðra taka til",483850,variable,126520,9789935483850,
